N° Ticket;Statut;Titre;N° PPV Site;Nom du Site;Code Banco;Nom Contrat;Code Agence;Agence;Région;Util. Demandeur;Util. Prise en compte;Util. Resp. Ticket;Util. Cloture;Date Demande;Date Prise en compte;Date Réal. Prog.;Date Cloture;Type de compte;Imputation;
43506;Cloturé;PR GAGNAC General;87031;GAGNAC-SUR-GARONNE PR Rue de la Hire (Général);27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-17;2020-07-15;Exploitation;-;
43504;Cloturé;Débitmètre Tournefeuille;105513;TOURNEFEUILLE QEU Av de Lardenne;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-17;2020-07-15;Exploitation;-;
43502;Cloturé;PR naurouze 2;105535;COLOMIERS DO Naurouze 2;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-16;2020-07-15;Exploitation;-;
43501;Cloturé;By-pass colomiers;105534;COLOMIERS DO Naurouze 1;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-17;2020-07-15;Exploitation;-;
43499;Cloturé sans suite;Mise à jour variables brutes;95242;LOURDES DO Canal Lapacca;7201;CA TLP - LOURDES;1110;AG Pyrénées Val de Garonne;Occitanie;HBK092;AIH262;AIH262;AIH262;2020-07-07;2021-01-06;2021-01-21;2021-01-06;Exploitation;-;
43495;Cloturé;PR UNION;105349;L'UNION PR Rte de Bessières;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-22;2020-07-15;Exploitation;-;
43494;Cloturé;PR SEQUIERES;105366;TOULOUSE PR Sesquières;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-17;2020-07-15;Exploitation;-;
43493;Cloturé;PR SALIN;105402;TOULOUSE PR Pl du Salin;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-17;2020-07-15;Exploitation;-;
43492;Cloturé;PR garonnette;105344;TOULOUSE PR Garonnette;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-17;2020-07-15;Exploitation;Pr Garonnette.;
43491;Cloturé;Pr daurat;105391;TOULOUSE PR Av Didier Daurat;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-17;2020-07-15;Exploitation;-;
43490;Cloturé;Pr Argoulets;105388;TOULOUSE PR Argoulets;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-07;2020-07-07;2020-07-22;2020-07-15;Exploitation;-;
43489;Cloturé sans suite;SST : Intégration S4W;15725;MURVIEL-LÈS-MONTPELLIER Reprise des Ifs;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;AEJ200;GJH222;GJH222;GJH222;2020-07-07;2020-07-07;2020-07-07;2020-07-07;Exploitation;-;
43488;Cloturé sans suite;Accès caméra codognan;;;;;1109;AG Occitanie Nord Est;Occitanie;GEK006;IAF033;IAF033;IAF033;2020-07-07;2020-07-07;2020-07-21;2020-08-19;Exploitation;-;
43484;Cloturé sans suite;Défaut chlore bas à passer en niv 2 ( actuellement en niv 1);13751;LABÉCÈDE-LAURAGAIS Réservoir vol à voile;18105;RESEAU 11 - ex SSOEMN;1113;AG Aude Pyrénées Orientales;Occitanie;BCI134;;;AFG555;2020-07-07;1970-01-01;1970-01-01;2020-07-09;Exploitation;-;
43452;Cloturé sans suite;Mise à jour Topkapi;85971;LEUC Réservoir village +Pompage surpresseur;24275;CA CARCASSONNE AGGLO - Lot n°1 - Eau potable;1113;AG Aude Pyrénées Orientales;Occitanie;GGA565;AFG555;AFG555;AFG555;2020-07-06;2020-07-31;2020-08-15;2020-07-31;Exploitation;-;
43431;Cloturé sans suite;Renouvellement Télétransmission;15623;BALARUC-LE-VIEUX Réservoir 15000;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;GJH222;2020-07-06;2020-07-08;2020-07-08;2020-10-30;Exploitation;-;
43413;Cloturé sans suite;Rajouter débits sur courbe;15899;BERNIS Pompage Canferin + ERCA2;9539;VAUNAGE (SI de la);1109;AG Occitanie Nord Est;Occitanie;GEK006;IAF033;IAF033;IAF033;2020-07-06;2020-07-06;2020-07-21;2020-07-06;Exploitation;-;
43334;Cloturé sans suite;GSM > GPRS;;;;;1109;AG Occitanie Nord Est;Occitanie;GJH222;FCK343;FCK343;FCK343;2020-07-03;2020-07-03;2020-07-03;2020-07-03;Exploitation;-;
43286;Cloturé sans suite;Integration Topkapi aquacalc synoptique Pr Villeneuvette Villeneuve;74942;VILLENEUVE PR Villeneuvette stade;22484;L'EAU DE BÉZIERS MEDITERRANEE - LOT 1;1112;AG Béziers Méditerranée;Occitanie;DCF400;QJA840;QJA840;QJA840;2020-07-03;2020-07-03;2020-07-18;2020-07-03;Exploitation;-;
43275;Cloturé sans suite;Routage Béziers / Maseillan;;;;;HC115;Hors Contrat;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-07-03;2020-07-03;2020-07-18;2020-08-19;Exploitation;-;
43273;Cloturé sans suite;Intégration Aquacalc;109222;SAUVIAN QGC Piscine de  sauvian;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;GS5122;QJA840;QJA840;QJA840;2020-07-03;2020-07-03;2020-07-18;2020-07-03;Exploitation;-;
43272;Cloturé sans suite;Integration Aquacalc;109202;NISSAN-LEZ-ENSERUNE QVEG SIVOM vers Malpas;20819;SIVOM D'ENSERUNE;1112;AG Béziers Méditerranée;Occitanie;GS5122;QJA840;QJA840;QJA840;2020-07-03;2020-07-03;2020-07-18;2020-07-03;Exploitation;-;
43263;Cloturé;PR PUP Violette.;99768;L'UNION PR PUP Violette;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NBA962;TUB171;2020-07-02;2020-07-02;2020-07-09;2020-07-07;Exploitation;-;
43262;Cloturé;PR TUCOL;85032;SAINT-JORY PR Che du Tucol;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-07-02;2020-07-02;2020-07-09;2020-07-07;Exploitation;-;
43255;Cloturé sans suite;Modif Fonctionnement;64914;GALLARGUES-LE-MONTUEUX Surpresseur Coudoulier;22700;GALLARGUES-LE-MONTUEUX;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2020-07-02;2020-07-02;2020-07-02;2020-07-03;Exploitation;-;
43236;Cloturé sans suite;Modifs & Ajouts;15884;AIGUES-VIVES Station de pompage Pouzeranque;25710;AIGUES-VIVES;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2020-07-02;2020-07-02;2020-07-02;2020-07-02;Exploitation;-;
43234;Cloturé sans suite;mise en place de l'AD Blue sur Occitanie.;;;;;HC115;Hors Contrat;Occitanie;GJH222;FCK343;FCK343;FCK343;2020-07-02;2020-07-02;2020-07-02;2020-07-02;Exploitation;-;
43184;Cloturé sans suite;modif courbes SBL;71446;PIGNAN Reprise du Touat;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;CBE427;QJA840;QJA840;QJA840;2020-07-02;2020-07-02;2020-07-17;2020-07-02;Exploitation;-;
43163;Cloturé sans suite;probleme topkapi;;;;;1111;AG Thau Méditerranée;Occitanie;DJ4073;IAF033;HCE437;GJH222;2020-07-02;2020-07-08;2020-07-16;2020-10-30;Exploitation;-;
43137;Cloturé sans suite;Intégration topkapi et aquacalc;76452;MAUREILHAN PR du Lirou;8325;CC LA DOMITIENNE - MAUREILHAN;1112;AG Béziers Méditerranée;Occitanie;DFF227;QJA840;QJA840;QJA840;2020-07-01;2020-07-01;2020-07-16;2020-07-01;Exploitation;-;
43081;Cloturé sans suite;Vérifier configuration alarme "Alarme Non Acquittée";;;;;1111;AG Thau Méditerranée;Occitanie;GID021;QJA840;QJA840;QJA840;2020-07-01;2020-07-02;2020-07-17;2020-07-03;Exploitation;-;
43080;Cloturé;pb affichage page trebes;13665;TRÈBES Réservoir;24275;CA CARCASSONNE AGGLO - Lot n°1 - Eau potable;1113;AG Aude Pyrénées Orientales;Occitanie;AX4114;AFG555;AFG555;AFG555;2020-07-01;2020-07-09;2020-07-24;2020-07-09;Exploitation;-;
43046;Cloturé sans suite;Paramétrage routeur TPlink;;;;;1109;AG Occitanie Nord Est;Occitanie;IAF033;IAF033;FCK343;FCK343;2020-06-30;2020-06-30;2020-06-30;2020-07-03;Exploitation;-;
43026;Cloturé sans suite;Rajout alarme;15624;BALARUC QVEG SBL vers Balaruc Cpt 2 Chênes;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;QJA840;QJA840;QJA840;2020-06-30;2020-06-30;2020-07-15;2020-06-30;Exploitation;-;
43010;Cloturé sans suite;Demande carte SIM;15674;LOUPIAN Reprise Villeveyrac;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;GDC408;QJA840;QJA840;QJA840;2020-06-30;2020-07-01;2020-07-16;2020-07-03;Exploitation;-;
43009;Cloturé sans suite;Demande carte SIM;15623;BALARUC-LE-VIEUX Réservoir 15000;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;GDC408;QJA840;QJA840;QJA840;2020-06-30;2020-07-01;2020-07-16;2020-07-01;Exploitation;-;
43008;Cloturé sans suite;Open Client Guillemard, Tristan;;;;;1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2020-06-30;2020-06-30;2020-06-30;2020-06-30;Exploitation;-;
43000;Cloturé sans suite;Journal des alarmes;;;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;HCE437;2020-06-30;2020-07-06;2020-07-06;2020-07-06;Exploitation;-;
42996;Cloturé sans suite;Modifs Niv Alarme;85231;AUBORD Pompage EB Forage Rouvier Aubord;27139;AUBORD - Entretien des équipements de production et chloration d'eau potable;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2020-06-30;2020-06-30;2020-06-30;2020-06-30;Exploitation;-;
42966;Cloturé sans suite;Carte GPRS CM;;;;;1111;AG Thau Méditerranée;Occitanie;GJH222;FCK343;FCK343;FCK343;2020-06-29;2020-06-29;2020-06-29;2020-06-30;Exploitation;-;
42965;Cloturé sans suite;Modifs & Test;15925;GDR PR canal;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2020-06-29;2020-06-29;2020-06-29;2020-06-29;Exploitation;-;
42959;Cloturé;Changer coefficient multiplicateur;13690;CASTELNAUDARY UTEP Ultrafiltration Verdun;;;;;Occitanie;HEI224;AFG555;AFG555;AFG555;2020-06-29;2020-07-09;2020-07-24;2020-07-09;Exploitation;-;
42957;Cloturé sans suite;Passage de GSM Data en GPRS;21173;GIGEAN QSECTO Cave Coopérative;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;DGH201;HCE437;HCE437;HCE437;2020-06-29;2020-06-30;2020-07-02;2020-07-06;Exploitation;-;
42956;Cloturé sans suite;Passage de GSM Data en GPRS;21181;POUSSAN QSECTO Mikenez DN 250;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;DGH201;HCE437;HCE437;HCE437;2020-06-29;2020-06-30;2020-07-02;2020-07-06;Exploitation;-;
42946;Cloturé sans suite;carte sim espondeilhan;107408;ESPONDEILHAN Réservoir+Pompage La Tuilerie;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;ICG507;QJA840;QJA840;QJA840;2020-06-29;2020-06-30;2020-07-15;2020-06-30;Exploitation;-;
42914;Cloturé sans suite;Activation carte GPRS;21173;GIGEAN QSECTO Cave Coopérative;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;DGH201;HCE437;HCE437;HCE437;2020-06-29;2020-06-29;2020-07-02;2020-06-29;Exploitation;-;
42913;Cloturé sans suite;Activation carte GPRS;21181;POUSSAN QSECTO Mikenez DN 250;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;DGH201;HCE437;HCE437;HCE437;2020-06-29;2020-06-29;2020-06-29;2020-06-29;Exploitation;-;
42895;Cloturé sans suite;Modifs S500;15888;AIGUES VIVES PR 1 garrigouille;25712;AIGUES-VIVES;1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2020-06-29;2020-06-29;2020-07-14;2020-06-29;Exploitation;-;
42884;Cloturé sans suite;courbe 468;13487;SERVIAN Captage ZAE de la Baume +Réservoir (3,5 m3)+surpresseur;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;ICG507;;;QJA840;2020-06-29;1970-01-01;1970-01-01;2020-06-29;Exploitation;-;
42882;Cloturé sans suite;Urgent Accès TOPKAPI SETE STEP DARLOT;15847;SETE STEP;24592;SETE AGGLOPOLE MEDITERRANEE - THAU MARITIMA;1111;AG Thau Méditerranée;Occitanie;BC5454;;;GJH222;2020-06-29;1970-01-01;1970-01-01;2020-07-22;Exploitation;-;
42876;Cloturé sans suite;Capteur H2S;;;;;1111;AG Thau Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-29;2020-06-29;2020-06-29;2020-06-30;Exploitation;-;
42838;Cloturé sans suite;Ajout alarmes;59091;ASPIN-EN-LAVEDAN Station de reprise Buala;14994;CA TLP - ASPIN-EN-LAVEDAN;1110;AG Pyrénées Val de Garonne;Occitanie;GFA340;AIH262;AIH262;AIH262;2020-06-26;2020-06-26;2020-06-26;2020-06-26;Exploitation;-;
42837;Cloturé sans suite;Passage GPRS;65613;SAINT-HIPPOLYTE Réservoir de Pons;28667;SAINT-HIPPOLYTE - Exploitation du service d'eau potable;1109;AG Occitanie Nord Est;Occitanie;HJG421;FCK343;FCK343;FCK343;2020-06-26;2020-06-26;2020-06-26;2020-06-26;Exploitation;-;
42802;Cloturé sans suite;adresse IP rouat;13297;BÉZIERS Reservoir + Pompage Rouat 20 000;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;ICG507;GJH222;GJH222;GJH222;2020-06-26;2020-07-07;2020-06-26;2020-08-03;Exploitation;-;
42785;Cloturé;teST;105365;TOULOUSE PR St Martin du Touch;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NOA932;TUB171;2020-06-26;2020-06-26;2020-06-30;2020-07-15;Exploitation;-;
42775;Cloturé sans suite;Problème remontée de donnée;66805;SAINT-MARTIN-LALANDE PR Principal;;;;;Occitanie;HBK092;;;AFG555;2020-06-26;1970-01-01;1970-01-01;2020-07-09;Exploitation;-;
42761;Cloturé;Modif poste MIRAIL;105396;TOULOUSE PR Mirail;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NBA962;TUB171;2020-06-25;2020-06-25;2020-06-29;2020-07-07;Exploitation;-;
42760;Cloturé;Modification ST MARTIN;105365;TOULOUSE PR St Martin du Touch;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-25;2020-06-25;2020-06-29;2020-07-07;Exploitation;-;
42758;Cloturé sans suite;Passage GPRS;15953;GDR PR mont ventoux;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2020-06-25;2020-06-25;2020-06-25;2020-06-25;Exploitation;-;
42757;Cloturé sans suite;Modif;89051;VESTRIC-ET-CANDIAC QSECTO Rue des platanes;8374;VESTRIC-ET-CANDIAC;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2020-06-25;2020-06-25;2020-06-25;2020-06-25;Exploitation;-;
42746;Cloturé sans suite;baisse niveau réception entre 8h et 19h;73928;MONTAGNAC Réservoir + Surpresseur Ville;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;GID021;IAF033;IAF033;IAF033;2020-06-25;2020-07-08;2020-07-08;2020-07-08;Exploitation;-;
42738;Cloturé sans suite;Activation carte GPRS;74477;POMEROLS STEP de Pomerols Pinet;28259;CA HÉRAULT MÉDITERRANÉE - Pinet-Pomérols;1111;AG Thau Méditerranée;Occitanie;CBE427;HCE437;HCE437;GJH222;2020-06-25;2020-06-30;2020-06-30;2020-07-22;Exploitation;-;
42708;Cloturé sans suite;rajout courbes topkapi;13342;MONTELS Reservoir + Surpresseur 60 m3;20939;MONTELS;1112;AG Béziers Méditerranée;Occitanie;QY4096;QJA840;QJA840;QJA840;2020-06-24;2020-06-29;2020-07-14;2020-06-29;Exploitation;-;
42705;Cloturé sans suite;Install Aquacalc;;;;;1109;AG Occitanie Nord Est;Occitanie;SL5059;FCK343;FCK343;FCK343;2020-06-24;2020-06-24;2020-06-24;2020-06-24;Exploitation;-;
42701;Cloturé;Ajout BP et appel secteur;97775;LAVALETTE PR les terrasses;24276;CA CARCASSONNE AGGLO - Lot n°2 - Assainissement collectif;1113;AG Aude Pyrénées Orientales;Occitanie;SQ5713;AFG555;AFG555;AFG555;2020-06-24;2020-08-03;2020-08-18;2021-01-11;Exploitation;-;
42696;Cloturé;Ajout compteur sur Topkapi;25840;BAGNOLES Surpresseur Parazol;12688;CARCASSONNE AGGLO - BAGNOLES;1113;AG Aude Pyrénées Orientales;Occitanie;SQ5713;AFG555;AFG555;AFG555;2020-06-24;2020-07-09;2020-07-24;2020-07-09;Exploitation;-;
42693;Cloturé sans suite;Mise à jour Poste Windows 2016 thau med;;;;;1111;AG Thau Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-24;2020-06-24;2020-07-05;2020-07-01;Exploitation;-;
42672;Cloturé sans suite;Passage GPRS;16232;AIGUES MORTES PR avenir;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2020-06-24;2020-06-24;2020-06-24;2020-06-25;Exploitation;-;
42671;Cloturé sans suite;Passage GPRS;64712;AIGUES MORTES PR 3 Sandre;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2020-06-24;2020-06-24;2020-06-24;2020-06-24;Exploitation;-;
42654;Cloturé;installation open client;;;;;1113;AG Aude Pyrénées Orientales;Occitanie;IHC554;AFG555;AFG555;AFG555;2020-06-24;2020-06-24;2020-06-24;2020-06-24;Exploitation;-;
42627;Cloturé sans suite;Redémarrage OCCAG_ONE;;;;;1109;AG Occitanie Nord Est;Occitanie;FCK343;FCK343;FCK343;FCK343;2020-06-23;2020-06-23;2020-06-23;2020-06-23;Exploitation;-;
42615;Cloturé sans suite;Intégration de 2 seuils;12951;BOURG SAINT BERNARD PR Chemin de Clos;15295;BOURG-SAINT-BERNARD;1110;AG Pyrénées Val de Garonne;Occitanie;BDD247;AIH262;AIH262;AIH262;2020-06-23;2020-06-29;2020-07-14;2020-06-29;Exploitation;-;
42613;Cloturé sans suite;PC HS;60352;BOLQUÈRE STEP;22686;BOLQUÈRE;1113;AG Aude Pyrénées Orientales;Occitanie;MQA506;GJH222;AIH262;AIH262;2020-06-23;2020-06-23;2020-06-30;2020-09-14;Exploitation;-;
42598;Cloturé sans suite;Passage GPRS et Modifs;88016;CONQUES STEP  La Crouzelle;19784;CC CONQUES MARCILLAC;1109;AG Occitanie Nord Est;Occitanie;HJG421;FCK343;FCK343;FCK343;2020-06-23;2020-06-23;2020-06-23;2020-06-24;Exploitation;-;
42582;Cloturé sans suite;Modif infos et ajout;64741;COLLIAS  Bâche + Surpresseur + chloration;22643;COLLIAS - Entretien des ouvrages d'adduction d'eau potable;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2020-06-23;2020-06-23;2020-06-23;2020-06-23;Exploitation;-;
42567;Cloturé sans suite;Rajout infos sur TPK;13082;JUNCALAS Captage Campeys;7200;CA TLP - LOURDES;1110;AG Pyrénées Val de Garonne;Occitanie;GFA340;AIH262;AIH262;AIH262;2020-06-23;2020-06-23;2020-07-08;2020-06-23;Exploitation;-;
42565;Cloturé sans suite;Nouveau site à intégrer;109223;LANTA PR Grasse;18123;LANTA;1110;AG Pyrénées Val de Garonne;Occitanie;BDD247;AIH262;AIH262;AIH262;2020-06-23;2020-06-23;2020-06-23;2020-11-03;Exploitation;-;
42564;Cloturé sans suite;Mise à jour variables brutes;;;28259;CA HÉRAULT MÉDITERRANÉE - Pinet-Pomérols;1111;AG Thau Méditerranée;Occitanie;HBK092;QJA840;QJA840;GJH222;2020-06-23;2020-07-06;2020-07-21;2020-10-30;Exploitation;-;
42562;Cloturé sans suite;modifier échelle niveau;15959;MARSILLARGUES Réservoir+ Pompage la Capouliere de Grâce;7219;MARSILLARGUES;1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2020-06-23;2020-06-23;2020-07-08;2020-06-23;Exploitation;-;
42555;Cloturé;Vérification PR ST MARTIN;105365;TOULOUSE PR St Martin du Touch;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NBA962;TUB171;2020-06-22;2020-06-22;2020-06-19;2020-07-07;Exploitation;-;
42554;Cloturé sans suite;Arrêt des divers support de com;;;;;1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2020-06-22;2020-06-22;2020-06-22;2020-06-22;Exploitation;-;
42553;Cloturé sans suite;Prob courbes;94425;LE GRAU-DU-ROI Capteur Réseau EU 9 Av Palis de la Mer;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2020-06-22;2020-06-22;2020-06-22;2020-07-21;Exploitation;-;
42551;Cloturé sans suite;Dépannage divers Pc Technique;;;;;HC115;Hors Contrat;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-22;2020-06-23;2020-06-19;2020-06-23;Exploitation;Dépannage divers Pc Technique;
42549;Cloturé sans suite;Formation Armele;;;;;HC115;Hors Contrat;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-22;2020-06-22;2020-06-16;2020-06-22;Exploitation;-;
42530;Cloturé sans suite;Intégration divers ONE Baptiste;;;;;1109;AG Occitanie Nord Est;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-22;2020-06-22;2020-06-22;2020-06-22;Exploitation;-;
42529;Cloturé sans suite;Dépannage inter waroude;13461;AGDE STEP St Vincent;10069;CA Hérault Méditerranée - AGDE;1111;AG Thau Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-22;2020-06-22;2020-06-10;2020-06-22;Exploitation;-;
42528;Cloturé sans suite;Divers intégration;;;;;1109;AG Occitanie Nord Est;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-22;2020-06-22;2020-06-09;2020-06-22;Exploitation;-;
42526;Cloturé sans suite;Facteur 10 sur Qsecto HS 7 refoulement surpresseur st clair;94558;SÈTE Surpresseur Saint Clair Rouquier;23000;L'EAU D'ISSANKA - SAM Ville de SETE;1111;AG Thau Méditerranée;Occitanie;VJA542;QJA840;QJA840;GJH222;2020-06-22;2020-07-03;2020-07-18;2020-10-27;Exploitation;-;
42523;Cloturé sans suite;Inversion du débit direct/inverse;94560;SÈTE Réservoir du Panoramique;23000;L'EAU D'ISSANKA - SAM Ville de SETE;1111;AG Thau Méditerranée;Occitanie;VJA542;GJH222;GJH222;GJH222;2020-06-22;2020-07-20;2020-07-27;2020-08-04;Exploitation;-;
42520;Cloturé sans suite;Ajout opérateur Topkapi;;;639;LISLE-SUR-TARN;1110;AG Pyrénées Val de Garonne;Occitanie;FFE031;AIH262;AIH262;AIH262;2020-06-22;2020-06-22;2020-06-22;2020-06-23;Exploitation;-;
42502;Cloturé sans suite;Rajout courbes;80062;CAZOULS-LÈS-BÉZIERS QSECTO SIVOM Pradel;20819;SIVOM D'ENSERUNE;1112;AG Béziers Méditerranée;Occitanie;QY4096;QJA840;QJA840;QJA840;2020-06-22;2020-06-30;2020-07-15;2020-06-30;Exploitation;-;
42499;Cloturé sans suite;Facteur 10 sur Qsecto Guiraudette;72792;AGDE QSECTO Guiraudette;10050;AGDE;1111;AG Thau Méditerranée;Occitanie;VJA542;QJA840;QJA840;QJA840;2020-06-22;2020-07-03;2020-07-18;2020-07-09;Exploitation;-;
42498;Cloturé sans suite;Rajout infos sur TPK;12924;BAGNÈRES-DE-LUCHON UTEP Source Ravi;609;BAGNERES-DE-LUCHON;1110;AG Pyrénées Val de Garonne;Occitanie;AIH262;AIH262;AIH262;AIH262;2020-06-22;2020-06-30;2020-07-15;2020-07-03;Exploitation;-;
42497;Cloturé sans suite;Paramétrage du sens 2 sur 2 débitmètres;13463;AGDE Réservoir Village Petit saint Loup (3000);10050;AGDE;1111;AG Thau Méditerranée;Occitanie;VJA542;GJH222;GJH222;GJH222;2020-06-22;2020-07-20;2020-07-20;2020-07-20;Exploitation;-;
42495;Cloturé sans suite;suppression courbes topkapi;13316;BOUJAN-SUR-LIBRON Réservoir + Surpresseur Pech Estève;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;QY4096;QJA840;QJA840;QJA840;2020-06-22;2020-06-30;2020-07-15;2020-06-30;Exploitation;-;
42490;Cloturé sans suite;courbes topkapi;13487;SERVIAN Captage ZAE de la Baume +Réservoir (3,5 m3)+surpresseur;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;QY4096;QJA840;QJA840;QJA840;2020-06-22;2020-06-29;2020-07-14;2020-06-29;Exploitation;-;
42472;Cloturé sans suite;Modification défaut regroupé;71600;BÉZIERS PR+DO Chevalière;22484;L'EAU DE BÉZIERS MEDITERRANEE - LOT 1;1112;AG Béziers Méditerranée;Occitanie;JA4108;IAF033;IAF033;IAF033;2020-06-19;2020-06-23;2020-06-23;2020-06-23;Exploitation;-;
42455;Cloturé;Mise en place carte GPRS;105417;CORNEBARRIEU PR Che Saint James (PR 3);27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-19;2020-06-19;2020-06-22;2020-06-24;Exploitation;-;
42449;Cloturé sans suite;MODIFS;94391;AIGUES-MORTES QEU 2 Faubourg National;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2020-06-19;2020-06-22;2020-07-07;2020-06-22;Exploitation;-;
